Steps,HeartRate,Calories,SleepHours,ScreenTime,StressLevel
8901,67,2421,3.7844938168405093,4.259608818023315,32.41
5858,71,2594,8.30702901977195,7.607120892912718,33.55
11040,90,1572,7.126284314496848,1.9366836077642227,22.46
7544,93,2720,4.69125715320921,8.104001341064972,50.48
5719,108,3448,6.468970739728521,5.790975423283924,54.72
3814,116,2048,7.9538614732023465,3.6306115543832784,48.35
4374,85,2545,8.122470722411862,6.9019957160576215,40.9
12470,77,3458,6.497710471992572,6.774579988429681,32.14
2252,97,1703,5.331287180773154,2.8853760044763974,54.22
7996,109,1902,9.342455492230961,1.2735767333037353,39.42
13173,67,3289,7.480175665738957,4.902603282115065,18.83
5673,100,1514,5.9494251160777925,6.1256068240997905,50.18
11314,65,2240,5.182779345227915,8.889447505335387,27.37
5530,128,1482,7.886617898021373,9.35395116082835,61.8
11342,103,1457,4.953100673562606,5.759246963410898,45.52
14051,123,1774,4.530259933842129,7.784231353916904,56.8
7881,88,1773,6.679003333772422,4.953729450951972,32.12
7949,87,2242,5.239924355864851,7.714739409156037,39.89
10521,70,2752,7.2734308695416905,2.8432137244525024,13.93
7241,124,1622,4.207632049245401,4.339582613231783,61.74
9017,78,2689,7.42964662740393,6.708051989322533,24.35
7941,68,2596,5.199779167986213,1.1634216904637094,24.87
10550,86,1957,3.5014576066070764,7.502151793050586,44.26
8002,93,2304,4.2616163460450585,8.519819511413502,48.91
11674,103,2774,9.101692267010565,4.592274949845563,37.74
13734,127,1628,8.704127834692148,5.031481754594479,46.68
11209,74,3221,4.901654192217421,8.661539909948779,39.84
2331,110,1403,8.170231427272947,7.9808917179343,62.05
13536,72,3443,7.151429559043845,3.593345401300375,21.84
5261,108,3192,9.325428268699216,3.915784959053851,55.05
8648,129,3443,5.741633957204355,7.10990409151537,61.97
10550,115,1506,7.588763675103028,6.068782832033451,38.46
6115,110,2887,3.8812143345435115,2.4600661398684727,58.21
5637,96,1213,5.877484080898435,3.789369183062498,47.73
5854,76,3060,9.282905967129082,9.099849491907888,46.4
4177,117,3161,6.733885246700723,7.193569930500371,61.0
8730,88,2280,5.227277020009067,9.873768859169676,41.96
11320,92,1922,4.221625778771641,7.903112769826925,44.1
3180,119,1979,7.721170041089183,9.477769889292311,59.36
5892,114,2433,7.369136260578361,2.9456971648342787,40.28
8043,69,1728,5.743632281622648,7.9433638733523315,33.08
1137,106,1997,9.205648111195005,1.1819576813301769,53.73
7327,82,1543,3.6332168779271017,7.036840195403805,51.05
4472,80,2502,5.322343109790955,5.223540503082172,43.44
6449,72,1408,9.026416917797489,4.120840647280618,33.93
3832,92,1840,5.4256126299166425,8.761639170637801,55.42
4579,83,2511,5.013517003131023,8.688409233917776,51.27
6971,70,3499,6.705322459587483,1.2007153440877922,27.62
12223,76,3147,8.442810499523228,6.485546102044879,28.58
5164,127,2119,4.1188805652701665,4.310490018888608,64.8
11785,106,2923,9.158124257874416,4.740949013504043,40.68
8941,84,3244,8.270437287086985,8.488366652968985,37.55
6569,80,1618,4.587501533309312,3.7885579437491046,41.87
5300,71,2949,7.772047767188976,9.48743929573858,37.82
7269,96,2588,5.809752335825343,2.616704437349267,37.62
4818,101,2299,5.913768068457912,6.9645018103136,49.67
13330,76,3356,8.199740554633198,7.048945603123882,29.82
13015,107,2745,9.276708847884393,3.2697564528512637,38.12
13234,87,2270,4.259935237083163,3.9227554807048177,34.19
2906,100,3050,6.023781421272917,8.513186433219463,61.57
7254,106,2319,6.385649648505821,7.856247294594572,44.85
1760,77,2157,5.757870901729985,3.961862922832836,42.87
8830,72,1302,5.67913474229735,5.805608922414405,32.79
8350,72,2369,3.8136120053695794,1.555122666277859,31.33
7238,90,3103,7.61323172337574,2.878712941587663,31.59
7090,61,2955,6.1172865027202725,5.372385029743592,28.48
12637,75,1878,4.668762815863561,1.7737636175129043,25.72
7031,68,3168,8.39620101381241,8.589991194027437,35.66
8687,97,2188,8.315364488909768,7.462055890968831,34.5
10091,113,2305,6.418349768533362,9.492703035836453,43.17
13647,115,2807,5.290703966886563,7.2412021536762445,50.15
12139,104,2702,7.328556354778714,9.46361235035967,37.77
10911,93,2989,5.228912814664419,5.990613001218685,40.55
9472,68,2385,4.916047581942272,6.401967499557724,28.69
12458,67,2131,7.88308792415796,9.792739491636349,20.14
2887,66,2625,3.741951438325704,6.779162321778343,52.58
4266,95,2261,4.068610826207564,1.2770791197467193,48.88
1666,77,3178,3.5407290441415387,7.51422498967471,66.71
5188,62,3242,4.417659118852557,9.149218229236741,50.04
1671,87,2478,3.913940052262757,8.16022224814894,64.7
11161,129,2402,9.474814206679511,6.254499453628804,50.38
13348,103,1793,5.2328598197245375,7.041731617841647,43.46
7777,80,2621,4.395608076015484,9.911726103265046,47.76
12314,87,3405,4.945977547975508,1.815958796584045,36.33
8570,113,2227,9.116753429240807,7.005203457699156,45.09
8956,113,3414,6.620961338146374,3.5505792511353444,44.38
6124,124,2159,5.688908577847141,6.7608135692755305,56.63
6585,80,3441,8.740348747455316,6.468612182955449,42.56
13891,72,3482,5.869941623294195,2.381111488973459,26.73
5777,116,2373,5.5100514197461745,2.860719811662152,50.13
4900,108,2015,4.743695135298413,6.594666202388922,58.42
7677,113,1603,5.766780943456469,2.1540695257339673,45.01
14716,69,2092,5.400106136101556,3.3866278761729056,20.27
7981,112,1267,7.563823755788846,8.517209929642021,47.61
7376,103,1287,5.237496228024362,3.9438235540147475,49.24
1523,106,3464,6.963198478535369,5.392541406426966,61.4
3393,112,3248,3.895352990191836,9.470263016312563,79.09
12309,105,2358,4.647734940179086,3.044341799532517,39.33
3593,72,2920,5.944431629668093,4.506634156222093,41.24
11160,96,2574,9.121695523452173,6.458119979891911,36.1
14389,83,3387,5.763511914294172,7.79805036553575,39.37
10945,61,3380,7.484444727199005,9.114880480414346,23.26
8240,73,2843,5.030523334528389,9.239256888161636,41.12
7937,69,1377,4.26220145583939,7.989760669353607,43.52
11488,94,2581,3.8512196004803005,3.054977529339794,40.33
7190,84,2107,5.332480991256508,1.2232839703830922,30.7
6240,62,1785,4.445966160781448,4.453965373200614,35.4
11453,76,2189,4.544062688096745,2.27393965889041,25.13
11478,71,2331,8.0645558503217,7.393488826944683,19.63
14367,113,3369,3.5950284256692453,6.950175281431451,61.66
7493,83,3264,6.8468607544126066,1.3957447745930935,29.67
13394,88,2419,5.776768283560789,8.52934401217856,35.09
3878,102,1517,6.539299999451283,3.2386893966206403,48.22
5143,84,2702,6.876981423287617,4.89004367941938,36.74
4644,119,3234,5.380206166743669,7.0114036191016815,67.75
5432,124,3242,5.270653161105711,4.86476908167028,65.31
14337,87,1702,7.900411096009434,4.97159022519949,24.86
14568,75,3222,8.727661928726942,1.5906519580216634,22.81
11247,106,1318,4.655489794751167,4.612991943340035,47.64
13912,117,1909,4.085712563210894,7.883631038979852,55.56
2276,86,1244,8.886774838352157,9.23658703467938,58.6
6811,112,1513,5.599372781884392,4.721474233570346,52.13
11958,101,1617,6.807904343976885,4.81227244191171,32.73
1302,118,2301,5.657258867120021,7.323643956912869,67.58
1638,106,1525,4.254814018076308,9.48494800994749,76.26
1055,93,2639,7.035989869686368,3.403548462154242,47.31
14013,96,3186,6.650845110617778,4.961297858841432,34.7
9717,65,3461,4.7179613551471835,8.16375919197071,38.71
13761,66,1273,6.211214267913667,6.487242124366347,25.88
13315,84,2802,8.281685024093875,1.9952770956755925,21.82
9150,92,1708,7.042556618647348,6.649594620060391,31.89
3125,114,1887,4.081503962401969,2.680716561375942,63.85
12479,117,1856,6.78812898337481,5.591943406705638,39.02
1364,66,2742,7.716429795737521,5.761929408943947,38.06
7809,116,2492,8.256220434684508,8.885830260024864,48.83
5621,71,2599,7.274705471805601,5.162448466111943,27.6
14623,75,2752,4.415948987244702,3.514981800123048,31.37
14170,102,2275,7.761039599540964,3.078697133944284,24.5
6126,66,1524,7.564051076489099,8.868266890159024,31.08
6122,110,2191,3.6465612976437995,2.5390976897640556,54.27
2646,91,3193,5.970486005541459,4.832817047948294,54.21
1918,67,1916,5.497701481774239,2.684558034342523,39.43
3797,104,1476,7.51647238552186,7.959736361029378,51.96
7506,118,1351,4.796814873865524,5.269353759771571,59.04
6870,63,2154,7.045231537845551,4.1602932150113086,17.98
2531,126,2706,8.979235770885033,4.249896765638201,64.62
9172,88,1458,8.286814233251647,8.669927860506814,36.72
4345,88,2068,9.028746417299182,5.9839655886499425,43.77
8673,87,2391,9.37103580159614,7.460810660181372,36.9
7949,103,1887,3.564020762036977,9.07334664625616,59.25
7882,63,1509,7.236447658264865,9.115675084365778,26.89
2906,68,2702,5.977036386553438,3.9565814890407682,38.57
4086,64,1672,8.65912694201073,9.572061368317467,40.71
14503,115,2013,5.01088821205479,1.223882938131449,39.29
9152,109,2045,9.386176934690457,4.391520049145491,40.33
6750,74,2364,7.182247817262484,9.062189717579574,30.57
13772,91,1866,8.261224413372986,3.4717319183528463,24.87
11267,87,3008,4.01359731693661,3.4577330528918653,40.41
9905,81,2643,4.60074730855319,3.7236005657369984,32.73
2062,76,2967,8.05042203820522,6.5108204636223,45.12
2976,118,2464,3.6319191322359416,4.944994980529184,71.21
2296,116,1554,8.401267915362697,7.540613527180083,64.05
14542,85,3072,3.583694112151469,9.054195783081992,50.58
7229,84,3224,7.44271303436764,7.067794374485746,35.98
8641,69,1379,5.690563521390835,2.8402004817781794,26.88
1125,104,1265,7.1689691163151945,9.394137121244519,63.98
5632,70,2019,7.676188441934682,3.3804358601273066,22.55
7288,112,2571,5.554851315117825,2.349048657953423,45.17
4596,127,1370,4.147774688665013,1.809705509748648,68.08
12475,87,2590,3.917875206489594,6.07045366599549,41.59
7168,124,2330,7.033616135375287,2.0238621623258664,40.88
10795,108,2034,6.623932122404669,2.248982957013677,29.6
8561,106,1426,7.953206054726795,3.70027432535947,37.08
9258,111,1641,6.558413060023623,3.5348770871601745,38.02
1232,113,1927,6.034674740185275,6.438155592989281,63.72
11348,119,2804,5.888523069417385,8.350707515254133,50.52
10361,116,3331,3.658681415586005,7.852146905826031,63.68
11350,106,2236,5.513343210179943,3.3623600924482906,34.97
7371,90,3032,9.356120945146966,3.2077944818738193,39.92
5206,105,3048,8.741333457362533,9.69212377096271,58.54
10685,85,1692,5.4762684022053065,1.0741261743276411,26.35
13910,64,2748,7.026772430398233,8.917484797541942,21.67
8943,111,2343,8.583780473212965,2.7975566721016447,35.21
13199,113,2169,6.147646020500412,9.52555890780791,44.0
7891,92,3287,3.6077471825009058,4.080765563447677,52.93
7738,109,1839,3.9470627709118404,4.963165965039271,54.64
3472,97,1372,6.56235632809224,7.364085525499429,54.28
11852,86,2770,9.31663625405527,6.289021463259343,34.04
14829,74,1458,7.659257253313207,3.8614539673614052,18.3
3739,120,1716,3.9254971486314174,5.984478242810412,71.94
6401,80,1722,4.636165254751177,7.576361959265976,46.93
2761,105,3117,8.1279388593011,1.381014513122429,49.65
12706,128,3364,8.54863855973747,1.1007937473013372,44.99
11167,65,3431,7.206167517131545,5.122602451656022,20.77
11554,97,3129,7.3665390177789,2.1865295602316275,26.95
1876,121,2339,3.670024702300308,6.97909862318243,77.14
4812,121,3409,8.47118155748905,2.9264721060469077,57.66
12640,105,2038,8.229651249024979,4.895659961161039,31.52
10504,72,2289,5.054210864620083,2.7790384318684205,22.22
2460,62,2293,7.752060319793042,5.936352271742121,30.59
11901,65,3169,4.789127638549989,2.0444811344611202,26.22
11516,67,2774,3.741980966309078,1.2079616750873223,28.02
2733,103,2780,4.706819255542264,1.4601847429602746,57.21
2605,92,2314,4.571773260525797,9.58832597363779,62.1
6622,109,1949,5.526487980409083,2.2805759674984225,44.66
7767,70,2293,6.010696983052749,7.376304278231517,29.09
11755,87,2389,6.551233348986248,1.6113358380054361,20.19
12613,129,3461,6.360523253049969,1.9734431701166395,47.93
7986,100,3075,5.124047635791737,5.579886262684012,49.16
4517,75,2987,3.675024011444447,5.183838371389093,53.09
11589,127,2807,7.130609733422904,9.564222784958826,49.58
14918,107,1248,5.874468979084126,9.503519077186636,49.85
4735,115,2275,5.292032944325298,8.016477782882186,60.38
12062,123,2512,8.701646256983075,6.418916471146147,45.04
10352,118,2849,7.980459846788959,5.094642856537099,39.89
14046,121,3380,8.646593290234653,4.205606808955789,47.26
9434,70,2389,6.469896768274766,9.523787922779999,26.59
3590,77,2597,4.285587512760665,6.42617930282217,52.08
2063,78,3028,7.6773286167276344,6.21165274917395,44.13
5324,114,1678,4.736442679623051,3.0871100959202336,57.3
11787,85,2031,6.1473780145503,1.4202803609660175,20.91
10111,65,2814,3.890004733693331,9.5066972178359,39.18
6342,63,1881,8.451850414537894,3.8236173296018854,23.38
1005,88,2523,4.255643846285004,4.983301209920128,60.67
8489,118,1281,8.918585042295858,2.0317594922713615,45.84
9659,76,1286,8.685383613569343,8.532318969183628,33.47
13362,102,3472,6.287496586635476,1.2486864957033756,35.72
9195,125,3263,7.966209225823944,8.505916858891869,53.14
6966,93,2021,7.21667044290892,2.262565115091701,27.92
9837,67,1362,8.318453854026469,8.979077013680369,27.41
1117,72,3132,6.090830604715473,7.567953736025417,52.92
12120,67,3050,8.2148509054661,2.4820323625657457,16.84
14917,124,3060,6.274740902390888,6.092361935735213,49.31
3551,102,2315,9.145794727056764,3.8139068291969753,48.96
14234,98,3428,6.4182326049508855,2.604097890204251,35.05
6560,118,3082,6.275715631602377,8.732639794699976,59.46
5289,103,2122,8.210431169381076,4.631704898565065,41.31
1846,68,3375,8.429466150565027,4.586893429288443,44.38
11954,96,2649,6.826934685927025,2.52898007325958,26.04
14703,95,2782,4.578786880970452,4.447591084772008,40.75
14746,87,1764,6.306549385745477,8.844551616959652,34.16
7316,101,1670,9.30843501745807,4.268158394406723,43.8
14956,102,2187,8.017917158235111,9.564432062498092,35.04
7469,101,3134,8.366975623274794,9.516780092875488,49.69
14721,125,1423,3.696952992915441,2.304087933766114,56.31
10333,114,3401,6.307156775804959,2.595801281703804,42.24
11002,107,1550,7.379726801945332,8.764066632987003,38.89
9915,81,3128,8.480196101768449,4.534848270322473,28.05
1224,86,1548,3.795641921496629,1.039365840547084,58.18
13819,126,1381,8.61463331385124,3.464846377348339,45.36
5208,72,1836,6.7904056204514704,6.3786609387600395,33.04
7283,104,2217,4.68388382345636,8.193393693639713,52.15
13846,69,3426,5.4035312986982,2.200497553839336,27.07
3048,68,1971,5.1915773105093646,1.9948722797506182,37.1
7233,113,2215,6.685154205730855,9.298833882150985,47.77
13941,86,3311,3.810114079466791,7.760335310403244,49.78
13607,93,1228,4.451216950999541,6.308016407002706,46.33
10765,60,3344,8.376158260254694,7.922681109963352,25.06
2828,91,3093,4.295623944480866,4.859689251759746,61.4
2917,126,2665,4.900377616748762,7.826101725782139,74.31
5234,79,2426,6.2202236336249435,4.346226921470822,34.71
7988,94,3268,6.602725328679982,3.196851152433421,37.1
3026,76,2325,8.081662877684952,7.561120791636718,39.5
4744,77,1265,6.183994559997126,4.777050629415415,41.36
10093,104,2334,8.239187726213233,9.832393938935754,38.33
13977,112,1537,7.210077842272745,4.1453666407729095,35.05
11231,127,3370,4.178598436542934,9.295546784779594,68.26
1009,124,2928,4.437988630357031,9.396662937103715,84.91
1260,60,1646,6.122202352698625,3.1766765235827155,37.77
7038,117,1480,5.881336358534238,8.18399063429212,57.74
10865,85,1795,7.961265617823767,4.897670546301086,23.48
3219,79,3186,6.984422838784111,9.257722545073133,49.14
8041,69,2274,5.828798486013496,5.051118453717149,25.26
3060,118,1409,4.524561700702314,7.698733456036295,74.72
6287,100,1325,4.86102261395297,5.202706682474181,54.16
12905,64,1691,6.9530061108143535,3.0502068014157055,12.94
2619,124,2169,6.040632829398755,2.7941511605021767,57.61
9512,76,1780,6.589565053164033,4.82888074830711,23.1
2342,81,2411,4.524064611813402,7.7994519131279345,56.35
14924,100,1429,7.477437514067395,6.445643366626902,32.85
11568,127,1388,8.615232445135803,7.19766360910489,51.33
3832,128,3257,5.047637040721403,3.540937156587482,70.27
3824,70,1701,6.4490853549909595,5.332918113618449,36.82
2994,115,3332,9.353163974125412,1.399557384723943,61.16
12150,110,1248,5.499450443304366,8.357791743623086,51.29
11230,80,1888,7.070278069542567,9.909029460158871,27.98
4490,85,1586,4.041174201201466,4.661911563622038,53.5
12869,78,2169,7.136090014876659,1.0986728781838901,11.42
10310,119,2205,4.0377906398277075,2.5281337559585264,46.43
8984,106,3465,9.255412611942933,6.87274189975377,51.07
2604,85,2924,7.793975912433869,6.508713863834733,46.01
13219,99,3204,8.228958728814238,8.090782476269895,40.22
1235,64,3483,7.7246261646298215,3.2849560986496136,39.55
11161,80,2807,7.038374216458795,7.872687239924207,27.36
13621,63,2989,6.199476686513032,7.191856193713028,24.65
2908,82,1470,8.650240278566375,3.9053304794245896,44.38
9567,74,1322,9.241014005258378,5.909393332512658,31.41
4530,67,2480,6.494217037424487,2.3254642764849405,27.35
6256,100,2644,9.089210294931572,5.073080530920244,45.47
3635,78,1458,6.999997459931105,8.930776056000768,45.23
9162,105,2147,6.730305121378599,4.790722418428517,32.82
10762,87,3294,6.2268963977321405,8.556100358278798,39.19
3560,127,2062,4.75572656918072,6.312280287337249,69.07
6415,74,1724,3.522317964908355,2.726890417921211,42.6
4391,96,2087,4.949037361136368,6.229956202281068,52.42
12157,60,1407,6.558339029621391,5.553849962413571,19.14
12835,126,1348,5.779759713558516,4.587772016767456,50.32
6951,83,1637,6.1909113680158026,2.076673955644633,31.47
6468,86,3402,9.383889317384298,4.750377974625069,45.76
9007,99,2921,5.601634224015966,1.654861386156644,36.72
13042,122,1557,6.213097636160647,1.8889214625887614,40.79
10064,120,2440,4.301093308116918,4.743248796394444,50.67
10444,95,3130,3.7877463946219256,3.7484333377161736,46.34
7413,83,1655,8.152457087554968,9.329898932760011,37.77
7941,83,2832,6.924099050431872,4.381352248422434,29.32
10506,63,1828,8.06422883626337,7.820723098648902,18.7
5820,126,1685,4.3991767933193096,5.772227737296184,66.86
3898,93,1399,6.930972627096145,7.336771017781019,49.41
8546,116,1570,5.021854846048253,3.3410438471385926,49.88
1077,108,2213,4.8683709014001195,9.477144755544963,70.35
8577,112,3182,3.5691560843179113,5.770796472229815,61.71
11813,82,2671,4.282044341414432,8.481916641567247,41.86
5227,128,1447,5.355608668998173,4.285411241285021,64.02
1600,112,1987,4.2012725635456345,1.9019021414547208,64.27
2065,121,3278,9.415150642465626,7.063404829487639,74.44
3136,100,2721,5.351795891143704,1.0698368350368204,50.66
11641,116,2472,4.281943680213969,5.277636789089574,50.1
11535,119,1804,4.694493876967746,2.735217123998133,46.46
11055,113,2889,7.026219370048858,6.646379539918259,40.35
10510,129,2617,3.884261143188731,9.81477885824067,65.58
13903,116,3020,8.674604780846941,5.1796261568858135,43.95
12789,69,1701,9.268998075422884,8.357484308731,29.08
7943,99,1748,4.980484524004285,5.57005768256009,46.29
12954,66,2565,6.200571611545156,5.462560279936216,20.07
8804,97,2038,3.632806706176982,9.373811438609,53.49
7565,120,2630,7.344261348363329,9.009692818720133,49.4
6984,62,2648,5.983556348315533,8.07220418669177,31.53
6142,110,2047,5.120350796609334,3.666301779851057,49.65
5670,106,1813,4.741022663699651,5.905075741515465,56.17
3190,127,1611,7.424138465952563,3.015075099751165,55.17
10184,97,1877,5.997302186193886,4.9952502824188585,33.35
3712,95,1358,4.577955734179472,5.357917591838116,59.84
3192,100,3261,7.634654488920944,8.484760361523978,55.72
2248,128,1572,6.890433698220162,9.064255287924938,70.0
12246,72,3472,8.652032329576977,4.7315805615683,27.79
13790,117,2296,4.204855393258957,1.1593400056591348,43.38
5033,109,1802,8.213999611666736,8.755964558104193,53.18
2997,89,1415,7.541100720903554,2.568508106512246,40.03
14108,121,3196,4.190065620968587,6.596937675013542,60.25
4687,84,2764,7.668924379230324,1.2247381039071807,30.59
11343,86,3040,6.149283733278983,4.595558277345079,31.25
5018,110,3162,9.169908713335058,9.873642719038148,64.44
12302,116,1926,4.349668103707396,1.9062424099342279,44.72
2970,106,2444,7.357000344894428,4.813238367996781,47.1
9389,98,2265,5.791880272777676,3.7643495517095698,32.5
6765,75,1875,9.240888023545267,9.14579311049438,39.44
11818,81,1482,5.4798493717416585,8.824060971166197,37.86
2202,113,2281,9.273115456950801,3.1392888427560592,56.41
9135,80,3108,8.908915106604494,1.7306900834538805,27.36
6567,75,2352,5.1222994118639384,6.644245546550057,38.04
8667,118,2147,8.321250660958565,4.027318406953388,38.74
6742,90,1864,9.473625210821035,7.0487595154545675,44.03
6788,101,2917,5.015978013027694,1.2890778046103302,45.47
6408,91,2348,6.120663015939918,2.2005931165974046,33.6
11227,118,1266,6.6210844194005585,7.17735009495379,47.2
9669,93,3253,5.269586814823186,2.9113358977224797,38.59
10446,68,1836,3.5915890378761786,8.718289081861613,38.85
1922,70,1513,4.82077546518516,1.5273179893912188,45.45
1419,69,1764,5.191621306050551,2.9393378450701717,44.61
3204,76,2801,6.1615982079091225,9.987042236365617,50.14
11789,127,2025,4.526614870480412,4.897684923281133,52.27
2120,107,2305,8.739526140150035,7.326690971901792,57.84
12260,111,2225,7.729466796388016,2.643967439713123,27.16
1950,84,3451,4.011202865357972,6.48881861486984,67.21
3336,80,1861,7.400554706839588,7.534954615324766,39.64
6373,124,2004,7.421938858433722,3.830289722798595,44.14
3243,122,1735,9.237327041861766,8.4600740077829,68.42
3645,110,2591,3.5181252281369675,6.43075820625055,69.88
11049,95,2435,4.987594698834843,4.502107086535272,36.12
5612,125,3120,9.066748876251893,6.018781540088427,62.77
14946,74,3364,9.092803492389699,6.190847626923318,32.2
2865,98,1827,7.8235185162238245,2.489817634244794,42.34
12104,129,1948,8.09457992628524,4.624591328802696,41.42
14429,60,1304,4.0488977475778825,4.090875292175438,30.28
12045,82,1245,6.5832550086694015,4.608124503212135,28.27
7028,98,2554,4.889497947733997,7.849995296367322,51.27
8326,116,2439,4.587308261681704,5.342845667200054,52.6
14102,93,2181,8.361819794739995,9.462845379153379,32.79
7371,100,2159,4.310228820083284,3.6430877202259255,45.44
7359,72,2715,6.311909821978311,4.741332204564361,28.76
8863,129,3036,9.131469437516198,8.082611294311373,59.13
4228,65,2681,4.614992333392055,5.914221339886752,43.57
4719,111,2759,9.367960542429408,5.92325331782003,57.58
12420,62,2707,9.465727914566354,1.4800614670466516,16.81
3371,122,3263,6.833702928094418,4.587396964466103,61.53
3891,108,3200,4.520856441062947,3.4366035917955924,63.59
4756,106,3490,5.396629327645374,9.99401610548004,68.26
5225,114,3173,6.046956996059211,3.7751956356907925,55.49
1094,123,2111,5.355945346149338,8.960468813144772,74.11
3674,124,2494,5.183813479259094,7.086103615364297,67.72
7898,126,3002,9.333378255298145,4.068247682728813,54.98
11147,74,2953,4.420188964494474,5.891809405367113,36.03
1793,91,1314,7.899967452301174,8.564822919542744,55.47
11026,127,2803,3.5024617366350492,8.950314682278208,66.77
3116,77,2522,7.077096016414261,2.443544875055307,32.75
6779,102,3060,8.995658023724314,4.056158270873526,46.23
13298,94,2298,5.227604564559314,4.017008621922145,32.71
12517,117,2177,4.613155851546315,1.3784031646835022,41.11
12111,92,2705,7.410078769270562,6.3841398386670685,27.62
11789,73,2326,7.775608443790359,8.693380476929692,20.96
12397,93,1496,7.628183113711888,4.43416949042966,26.85
13999,120,3425,5.415901280128244,7.660323504857593,57.05
7166,63,2262,5.0132144129559855,6.64930372240666,31.26
1814,118,1458,9.235512799772266,4.380838619437007,66.28
1345,88,3254,9.039797049619576,2.2695381954306737,52.85
11541,65,3296,6.243899659356922,7.383914674983706,27.93
9554,108,3408,8.57716319692624,8.691086520471163,49.4
3443,99,3092,6.213940865805776,7.172690431613427,57.16
11457,124,1375,6.046334108435063,1.1609063563133626,42.78
11380,128,2200,4.440577685595768,2.9460960495189212,48.86
8783,86,3118,6.058436338951837,1.6253198639517872,30.89
12197,65,2867,6.724501631598842,6.133474896186041,20.35
12473,72,1475,3.635025964572119,7.808299109563712,41.76
1984,123,1875,6.164678031052438,1.995212683617935,59.21
8790,121,3023,8.188137310371202,8.545040385340467,51.76
10831,78,2251,7.5802763382456195,5.999580805559349,17.51
1827,102,2556,7.31094193318361,7.209721109275524,52.93
11922,79,3303,8.957332570623215,9.742616637477816,38.53
4531,127,1746,3.60819205895138,1.7531288942292758,67.97
8147,103,2335,6.842285517153405,9.111016206800103,41.05
5451,82,3283,8.224093090458243,2.134924263886684,35.95
14635,61,3240,6.7480122962076035,4.53662925973014,18.99
12127,81,1638,5.443373315482275,8.66294826698003,36.6
4876,116,2952,4.317503390551867,9.156288130640814,72.24
6959,66,2815,8.825378430897148,5.557345061906308,29.87
1126,115,3049,6.324574354325618,6.346941744478826,67.68
4177,126,2800,8.768691181914209,7.3733260113870145,64.86
12248,75,2863,7.015112734599009,8.494828016074427,26.7
9795,110,1506,7.5451526996900045,2.0936005258389954,30.65
12641,71,1818,8.3255669262707,8.290623774063048,24.22
7024,112,2332,7.454933267600806,5.331485354604551,38.96
6109,64,2595,5.888329044073626,5.055610825973521,30.12
5146,86,3428,6.581800303571906,4.8150977679729845,44.54
8196,71,2579,8.31827314805528,5.582904267214383,24.61
12725,76,2899,5.741901778237905,9.505454980551432,35.28
12559,65,3315,5.828728740610982,5.933833955129364,27.98
4368,64,1380,4.074140696348007,9.578597844368254,53.6
4797,116,2687,8.987506611330486,2.622611175540765,52.13
14718,87,2113,4.046217889672651,7.517223809493698,40.79
2792,128,2757,7.389255064691335,8.310155847478725,64.47
12053,118,3313,5.979166872816786,7.112159482013757,51.69
6732,92,2244,5.933716341532654,6.462300522038864,39.75
4476,121,2835,7.577311019436103,6.08331502977564,54.35
4417,109,2838,3.902562395779272,8.748374343208264,70.97
2645,78,2782,7.0622346977086075,8.394819374480502,45.36
10397,128,3286,8.132190715834128,2.1005984906253956,43.81
4030,125,2508,8.469276547319566,8.637288913277903,62.95
3872,106,2021,4.523182336362652,4.726617574963982,58.39
4072,98,1801,8.884514300469043,3.283271469962297,46.02
2854,127,2820,7.436876551084653,8.827917112125334,64.91
5021,92,1984,8.791128804924096,4.888223196703675,41.61
5662,72,2411,6.41168430266119,8.27528221159135,35.47
7514,113,1870,6.752200070583212,3.3706325076026005,40.26
6031,66,2466,9.014229662172028,1.0353638927999602,23.66
3708,73,2296,8.899457260128031,5.4591327361265,37.23
12694,78,3197,6.188965240214012,1.9020543097859584,24.79
8112,113,1300,5.14647578981409,7.789383599724187,57.81
10524,79,2979,5.859022607385585,3.4846762246246934,27.57
9393,88,1375,5.826585971178498,4.992810819431309,35.72
4507,83,1437,5.2212012498967635,1.7833020858239883,43.53
7456,122,2322,5.111477625997799,3.579933236025274,51.18
5212,116,3177,8.666377618878316,8.033412189327148,61.37
14224,67,3203,3.91917152410797,2.3642912071208753,32.17
8970,121,2737,7.565667092597565,6.824436050142617,43.41
9766,88,1954,4.536920308738714,9.25683267524051,43.18
1536,76,3458,5.567035360364379,7.118530837819483,58.04
2625,125,2346,3.869258204809021,8.299195203630042,78.02
11314,65,2611,5.1198418211327725,1.9807446637352422,20.18
8973,117,1339,8.110526426703453,3.25658643401849,41.56
9577,128,1740,8.810091947283553,9.05084967016532,53.87
9070,87,2614,4.829162911414202,7.435950522562803,41.59
12473,121,1469,6.281287035553531,6.7559844373958,47.99
9666,100,2235,6.321944287623238,6.9739006250953,34.6
9609,128,3090,8.741451834558404,4.727804988741791,50.27
7490,100,1705,8.076794317254834,1.401009684558879,32.21
4600,108,2329,6.578463310208299,8.059973878636562,51.76
7783,108,3279,7.52448320283064,7.108419125938185,45.2
14226,62,3072,8.5841303234562,5.255240177014523,20.87
10146,69,2292,3.55723372415327,9.097836538314317,37.93
5971,94,2012,5.917340186300292,4.025436984865889,40.04
14050,61,1561,8.943459003662472,3.648895698081123,18.03
14490,83,2656,7.941878185063708,8.855166925714986,28.86
